user.id,user.name,product.id,product.name,product.price,review.score
User1285,Robert,Prod0100,PlasmaCar Blue,15.12,5
User1563,Shameka C.,Prod0100,PlasmaCar Blue,15.12,5
User0228,Kevin Davey,Prod0100,PlasmaCar Blue,15.12,5
User1909,JM,Prod0100,PlasmaCar Blue,15.12,5
User2567,"Glenn Douglas Clark ""Ancient Desert""",Prod0100,PlasmaCar Blue,15.12,5
User2477,Amazonted,Prod0100,PlasmaCar Blue,15.12,5
User1766,Warren Bowery,Prod0100,PlasmaCar Blue,15.12,5
User0483,Chancy D Hill,Prod0100,PlasmaCar Blue,15.12,5
User2054,"M. JEFFREY MCMAHON ""herculodge""",Prod0100,PlasmaCar Blue,15.12,5
User2095,JROnline,Prod0100,PlasmaCar Blue,15.12,5
User0916,Charles G. Mc Eachern,Prod0100,PlasmaCar Blue,15.12,5
User2058,Duane,Prod0100,PlasmaCar Blue,15.12,5
User0421,doggielover,Prod0100,PlasmaCar Blue,15.12,5
User0245,Sean,Prod0100,PlasmaCar Blue,15.12,5
User1198,jajone18,Prod0100,PlasmaCar Blue,15.12,5
User1862,Susan Clark,Prod0100,PlasmaCar Blue,15.12,5
User1341,M. D. Weiskopf,Prod0100,PlasmaCar Blue,15.12,5
User2324,"Mark Sickmiller ""mark""",Prod0100,PlasmaCar Blue,15.12,4
User1969,"Drake Barton ""likes to learn""",Prod0100,PlasmaCar Blue,15.12,5
User0578,Rick H,Prod0100,PlasmaCar Blue,15.12,3
User0646,llbFLASH,Prod0100,PlasmaCar Blue,15.12,3
User0212,C. lewis,Prod0100,PlasmaCar Blue,15.12,1
User0755,"M. Serrano ""Sequlas""",Prod0015,Uncle Milton Moon In My Room,100.55,3
User2414,roy32096,Prod0015,Uncle Milton Moon In My Room,100.55,2
User0072,Vensez,Prod0015,Uncle Milton Moon In My Room,100.55,1
User0221,Buyer-Spender-Shopper...,Prod0015,Uncle Milton Moon In My Room,100.55,1
User1602,REC III,Prod0015,Uncle Milton Moon In My Room,100.55,1
User1925,"J. Curtis ""Dr. John""",Prod0015,Uncle Milton Moon In My Room,100.55,1
User1199,"Marcia R. Judd ""ablossom""",Prod0015,Uncle Milton Moon In My Room,100.55,1
User1309,K. Swanger,Prod0015,Uncle Milton Moon In My Room,100.55,1
User2635,AlStCroix,Prod0015,Uncle Milton Moon In My Room,100.55,1
User1752,Paul D.,Prod0015,Uncle Milton Moon In My Room,100.55,1
User1592,Nick,Prod0015,Uncle Milton Moon In My Room,100.55,5
User2010,DWC,Prod0015,Uncle Milton Moon In My Room,100.55,4
User2507,"J. Foster ""jeff92k7""",Prod0015,Uncle Milton Moon In My Room,100.55,2
User1317,EminemsRevenge,Prod0015,Uncle Milton Moon In My Room,100.55,5
User1363,Edilberto Chevere,Prod0015,Uncle Milton Moon In My Room,100.55,4
User2550,Nicholas A. Nelson,Prod0015,Uncle Milton Moon In My Room,100.55,1
User2416,My5sons,Prod0015,Uncle Milton Moon In My Room,100.55,1
User2396,W. Brown,Prod0015,Uncle Milton Moon In My Room,100.55,2
User1628,Taylor Solter,Prod0015,Uncle Milton Moon In My Room,100.55,3
User1657,Kevin Holmes,Prod0015,Uncle Milton Moon In My Room,100.55,3
User2586,Mikey,Prod0015,Uncle Milton Moon In My Room,100.55,5
User0919,Jayden Yu,Prod0015,Uncle Milton Moon In My Room,100.55,5
User1152,Tyler,Prod0015,Uncle Milton Moon In My Room,100.55,5
User1275,Mr Tall,Prod0015,Uncle Milton Moon In My Room,100.55,5
User2004,G. Bodley,Prod0015,Uncle Milton Moon In My Room,100.55,1
User1193,Mary Lou Gonzales,Prod0015,Uncle Milton Moon In My Room,100.55,1
User2300,Charles Wadsworth,Prod0015,Uncle Milton Moon In My Room,100.55,5
User2396,W. Brown,Prod0015,Uncle Milton Moon In My Room,100.55,2
User2500,A. Capellupo,Prod0015,Uncle Milton Moon In My Room,100.55,5
User1689,Lumin,Prod0015,Uncle Milton Moon In My Room,100.55,5
User1943,"K. Meagher ""MFT""",Prod0015,Uncle Milton Moon In My Room,100.55,4
User2130,&quot;Corn Fed&quot;,Prod0015,Uncle Milton Moon In My Room,100.55,5
User1477,TheRealDeal,Prod0015,Uncle Milton Moon In My Room,100.55,5
User1616,"D. Franco ""dfranco""",Prod0015,Uncle Milton Moon In My Room,100.55,2
User0795,CBourgeois,Prod0015,Uncle Milton Moon In My Room,100.55,4
User0794,David G,Prod0015,Uncle Milton Moon In My Room,100.55,5
User1690,"Federico Lamberte ""Freddydude""",Prod0015,Uncle Milton Moon In My Room,100.55,5
User1593,"Isaias Carrillo ""Isaiascar""",Prod0015,Uncle Milton Moon In My Room,100.55,4
User1776,David,Prod0015,Uncle Milton Moon In My Room,100.55,5
User0363,Lee,Prod0015,Uncle Milton Moon In My Room,100.55,5
User1151,martin,Prod0015,Uncle Milton Moon In My Room,100.55,5
User0586,Jesse A Wolfe,Prod0015,Uncle Milton Moon In My Room,100.55,5
User2189,Gavin,Prod0015,Uncle Milton Moon In My Room,100.55,5
User0814,"D. DeBruler ""writer4life""",Prod0015,Uncle Milton Moon In My Room,100.55,5
User1368,Claude Duffey,Prod0015,Uncle Milton Moon In My Room,100.55,5
User0195,"S. DANIEL ""Saint Luke""",Prod0015,Uncle Milton Moon In My Room,100.55,5
User1603,DeMonte,Prod0015,Uncle Milton Moon In My Room,100.55,5
User0899,"Tawnya L. Lubbes ""Book Addict""",Prod0015,Uncle Milton Moon In My Room,100.55,5
User1501,M0NK3Y,Prod0015,Uncle Milton Moon In My Room,100.55,4
User1232,"Matthew Brown ""Thew""",Prod0015,Uncle Milton Moon In My Room,100.55,4
User1822,Dennis R. Mountain,Prod0015,Uncle Milton Moon In My Room,100.55,5
User1905,Dave Wensits,Prod0015,Uncle Milton Moon In My Room,100.55,5
User1752,Paul D.,Prod0015,Uncle Milton Moon In My Room,100.55,5
User1624,Brandon,Prod0015,Uncle Milton Moon In My Room,100.55,4
User1053,Qualzernoth,Prod0015,Uncle Milton Moon In My Room,100.55,5
User1566,"M. S. Arledge ""AllThumbs""",Prod0015,Uncle Milton Moon In My Room,100.55,4
User1195,Armando M. Mesa,Prod0015,Uncle Milton Moon In My Room,100.55,5
User2575,Walter NYC,Prod0015,Uncle Milton Moon In My Room,100.55,4
User0219,"Shannon Morse ""Snubs""",Prod0015,Uncle Milton Moon In My Room,100.55,5
User0824,Montag,Prod0015,Uncle Milton Moon In My Room,100.55,5
User2512,Larry,Prod0015,Uncle Milton Moon In My Room,100.55,5
User1370,Josh,Prod0015,Uncle Milton Moon In My Room,100.55,5
User2369,"M. Bennett ""Mike""",Prod0015,Uncle Milton Moon In My Room,100.55,4
User1115,"Carl Rothman ""croth""",Prod0015,Uncle Milton Moon In My Room,100.55,5
User2479,DanTheMan,Prod0015,Uncle Milton Moon In My Room,100.55,5
User1666,"Vernicus ""Vernicus""",Prod0015,Uncle Milton Moon In My Room,100.55,4
User0994,Happy Camper,Prod0015,Uncle Milton Moon In My Room,100.55,4
User0104,BelleBelle,Prod0015,Uncle Milton Moon In My Room,100.55,4
User0581,dkaptain,Prod0015,Uncle Milton Moon In My Room,100.55,5
User0359,redlite64,Prod0015,Uncle Milton Moon In My Room,100.55,5
User1264,Brian Bischof,Prod0015,Uncle Milton Moon In My Room,100.55,5
User0684,J. Keeling,Prod0015,Uncle Milton Moon In My Room,100.55,4
User0677,Crucen,Prod0015,Uncle Milton Moon In My Room,100.55,4
User2424,K. Abbott,Prod0015,Uncle Milton Moon In My Room,100.55,5
User0648,KVBLiar,Prod0015,Uncle Milton Moon In My Room,100.55,5
User2260,Ross Go,Prod0015,Uncle Milton Moon In My Room,100.55,4
User1077,Cheshire Cat,Prod0015,Uncle Milton Moon In My Room,100.55,5
User2067,Doug (&quot;funkyjudge&quot;),Prod0015,Uncle Milton Moon In My Room,100.55,5
User2570,Timothy W. Williams,Prod0015,Uncle Milton Moon In My Room,100.55,4
User1794,Zackaroo,Prod0015,Uncle Milton Moon In My Room,100.55,5
User2276,Alex,Prod0015,Uncle Milton Moon In My Room,100.55,5
User1104,@skproductionz,Prod0015,Uncle Milton Moon In My Room,100.55,4
User0713,Paul S.,Prod0015,Uncle Milton Moon In My Room,100.55,5
User1141,S. Quinn,Prod0015,Uncle Milton Moon In My Room,100.55,5
User1636,"Laurie Nylund ""Cyber shopper extraordinaire""",Prod0015,Uncle Milton Moon In My Room,100.55,5
User1844,DJ-H-OS,Prod0015,Uncle Milton Moon In My Room,100.55,5
User1082,andrea,Prod0015,Uncle Milton Moon In My Room,100.55,5
User1555,Sam I Am,Prod0015,Uncle Milton Moon In My Room,100.55,5
User1257,ReaderDiva,Prod0015,Uncle Milton Moon In My Room,100.55,5
User1151,martin,Prod0015,Uncle Milton Moon In My Room,100.55,5
User2056,Stephen M. Charme,Prod0015,Uncle Milton Moon In My Room,100.55,5
User0168,"D. Jones ""Thinker, Warrior, Teacher""",Prod0015,Uncle Milton Moon In My Room,100.55,5
User0329,xaric,Prod0015,Uncle Milton Moon In My Room,100.55,4
User1845,"Michael Wheeler ""Stratocaster""",Prod0015,Uncle Milton Moon In My Room,100.55,5
User1156,"guitarus_Maximus ""lowly guitar guy""",Prod0015,Uncle Milton Moon In My Room,100.55,5
User0417,Ana Pendragon,Prod0015,Uncle Milton Moon In My Room,100.55,5
User1524,StuRat,Prod0015,Uncle Milton Moon In My Room,100.55,5
User2390,HizLady,Prod0015,Uncle Milton Moon In My Room,100.55,4
User1534,"Quandbu ""Quandbu""",Prod0015,Uncle Milton Moon In My Room,100.55,5
User0585,PETER,Prod0015,Uncle Milton Moon In My Room,100.55,3
User2539,haneet,Prod0015,Uncle Milton Moon In My Room,100.55,4
User1197,E. Karr,Prod0015,Uncle Milton Moon In My Room,100.55,4
User0271,Joehorse,Prod0015,Uncle Milton Moon In My Room,100.55,4
User0029,Beach Panda,Prod0015,Uncle Milton Moon In My Room,100.55,3
User1515,Kreska,Prod0015,Uncle Milton Moon In My Room,100.55,5
User1551,Vendela,Prod0015,Uncle Milton Moon In My Room,100.55,5
User1375,DJ,Prod0015,Uncle Milton Moon In My Room,100.55,4
User0808,J. Zwicker,Prod0015,Uncle Milton Moon In My Room,100.55,5
User1949,Cloudsword,Prod0015,Uncle Milton Moon In My Room,100.55,4
User0064,"R. W. Milyard ""GearJunky""",Prod0015,Uncle Milton Moon In My Room,100.55,5
User1794,Zackaroo,Prod0015,Uncle Milton Moon In My Room,100.55,5
User1774,Jesse Knight,Prod0015,Uncle Milton Moon In My Room,100.55,4
User2593,"spirittoo ""spirittoo""",Prod0015,Uncle Milton Moon In My Room,100.55,5
User1244,Jack R. Tallent,Prod0015,Uncle Milton Moon In My Room,100.55,5
User1662,Hoosierdaddy,Prod0015,Uncle Milton Moon In My Room,100.55,5
User0023,Handsome Johnny,Prod0015,Uncle Milton Moon In My Room,100.55,5
User0150,"Leila D. Burk ""Dawn""",Prod0015,Uncle Milton Moon In My Room,100.55,4
User1325,A. Moy,Prod0015,Uncle Milton Moon In My Room,100.55,4
User1545,ytzax,Prod0015,Uncle Milton Moon In My Room,100.55,5
User0784,mildred dennis,Prod0015,Uncle Milton Moon In My Room,100.55,5
User0081,"frankp93 ""frankp93""",Prod0015,Uncle Milton Moon In My Room,100.55,4
User2277,"L. Yang ""Dragon""",Prod0015,Uncle Milton Moon In My Room,100.55,5
User1609,Elizabeth Collins,Prod0015,Uncle Milton Moon In My Room,100.55,5
User1305,RobE,Prod0015,Uncle Milton Moon In My Room,100.55,5
User2198,James,Prod0015,Uncle Milton Moon In My Room,100.55,5
User2354,"mix579 ""mix579""",Prod0015,Uncle Milton Moon In My Room,100.55,5
User0634,Brendon,Prod0015,Uncle Milton Moon In My Room,100.55,5
User2561,Patrick L. Randall,Prod0015,Uncle Milton Moon In My Room,100.55,5
User0107,"Kwong W. Lee ""kwwalee""",Prod0015,Uncle Milton Moon In My Room,100.55,4
User1044,Stephen Bezruchka,Prod0015,Uncle Milton Moon In My Room,100.55,4
User0558,"B.K. BAZHE ""writer, poet, & artist.""",Prod0015,Uncle Milton Moon In My Room,100.55,3
User0925,Cesar A. Gonzalez,Prod0015,Uncle Milton Moon In My Room,100.55,1
User2567,"Glenn Douglas Clark ""Ancient Desert""",Prod0015,Uncle Milton Moon In My Room,100.55,1
User1405,Shiznickels,Prod0015,Uncle Milton Moon In My Room,100.55,1
User2193,Zachary Tumlin,Prod0015,Uncle Milton Moon In My Room,100.55,4
User0120,Steven,Prod0015,Uncle Milton Moon In My Room,100.55,4
User0233,miT,Prod0015,Uncle Milton Moon In My Room,100.55,4
User2568,"Chuck ""&#34;It's Just Me!&#34;""",Prod0015,Uncle Milton Moon In My Room,100.55,5
User2453,"S. Evans ""Scotty Rocket""",Prod0015,Uncle Milton Moon In My Room,100.55,2
User0978,Nicholas Hunt-Bull,Prod0015,Uncle Milton Moon In My Room,100.55,5
User2621,"Kelly Mckeever ""Electro Junkie""",Prod0015,Uncle Milton Moon In My Room,100.55,2
User0663,Misterguitar#1,Prod0015,Uncle Milton Moon In My Room,100.55,5
User1163,"Kelly O'Rourke ""BC boy""",Prod0015,Uncle Milton Moon In My Room,100.55,4
User0560,AndrewCB,Prod0015,Uncle Milton Moon In My Room,100.55,4
User1359,Brook,Prod0015,Uncle Milton Moon In My Room,100.55,4
User1687,A. Bille,Prod0015,Uncle Milton Moon In My Room,100.55,5
User2311,"William Brass ""Dr. Shnell""",Prod0015,Uncle Milton Moon In My Room,100.55,4
User1416,Jonah Koonce,Prod0015,Uncle Milton Moon In My Room,100.55,5
User0187,sparkynflea,Prod0015,Uncle Milton Moon In My Room,100.55,5
User2166,Momof4,Prod0015,Uncle Milton Moon In My Room,100.55,5
User2643,The Uniballer,Prod0015,Uncle Milton Moon In My Room,100.55,5
User0981,J. Nelson,Prod0015,Uncle Milton Moon In My Room,100.55,5
User1827,Orcatrino,Prod0015,Uncle Milton Moon In My Room,100.55,5
User2181,Roy F,Prod0015,Uncle Milton Moon In My Room,100.55,5
User1832,Jon A. Pastor,Prod0015,Uncle Milton Moon In My Room,100.55,5
User1712,"Franklyn Miller ""The pc specailist""",Prod0015,Uncle Milton Moon In My Room,100.55,4
User2300,Charles Wadsworth,Prod0015,Uncle Milton Moon In My Room,100.55,5
User1499,"Nathaniel Nicklas ""Probound88""",Prod0015,Uncle Milton Moon In My Room,100.55,5
User0089,B. Shumway,Prod0015,Uncle Milton Moon In My Room,100.55,5
User0888,A. Thomas,Prod0015,Uncle Milton Moon In My Room,100.55,5
User1628,Taylor Solter,Prod0015,Uncle Milton Moon In My Room,100.55,5
User2181,Roy F,Prod0015,Uncle Milton Moon In My Room,100.55,5
User2250,"Moore Paul Patrick ""ppmoore""",Prod0015,Uncle Milton Moon In My Room,100.55,5
User2520,Rick,Prod0015,Uncle Milton Moon In My Room,100.55,3
User2099,Barbara Buggelli,Prod0015,Uncle Milton Moon In My Room,100.55,5
User0554,Luis Vargas,Prod0015,Uncle Milton Moon In My Room,100.55,5
User0162,m christy gardner,Prod0015,Uncle Milton Moon In My Room,100.55,5
User1038,eatablog,Prod0015,Uncle Milton Moon In My Room,100.55,5
User1117,Jack Whitehead,Prod0015,Uncle Milton Moon In My Room,100.55,5
User2307,"Karl Brody ""Me""",Prod0015,Uncle Milton Moon In My Room,100.55,5
User2449,reviewguy,Prod0015,Uncle Milton Moon In My Room,100.55,5
User2349,Elizabeth,Prod0015,Uncle Milton Moon In My Room,100.55,5
User0950,"Gregory T. Baxter ""GregB""",Prod0015,Uncle Milton Moon In My Room,100.55,5
User1672,"Dean Bielanowski ""OnlineToolReviews.com""",Prod0015,Uncle Milton Moon In My Room,100.55,4
User0004,"C. F. Hill ""CFH""",Prod0015,Uncle Milton Moon In My Room,100.55,5
User0758,"J. Woo ""XXL""",Prod0015,Uncle Milton Moon In My Room,100.55,5
User2033,"D. L. Sniderman ""Amazon Fan""",Prod0015,Uncle Milton Moon In My Room,100.55,5
User2332,"Michelle - Seacoast NH ""Michelle - Seacoast NH""",Prod0015,Uncle Milton Moon In My Room,100.55,5
User2419,"R. Means ""Ronny""",Prod0015,Uncle Milton Moon In My Room,100.55,5
User1943,"K. Meagher ""MFT""",Prod0015,Uncle Milton Moon In My Room,100.55,4
User1091,Richard A. Branford,Prod0015,Uncle Milton Moon In My Room,100.55,5
User0363,Lee,Prod0015,Uncle Milton Moon In My Room,100.55,5
User0397,JH,Prod0015,Uncle Milton Moon In My Room,100.55,5
User1384,Mark Liesen,Prod0015,Uncle Milton Moon In My Room,100.55,5
User2549,John D. Gruber,Prod0015,Uncle Milton Moon In My Room,100.55,4
User1314,kwb,Prod0015,Uncle Milton Moon In My Room,100.55,5
User0988,Michael Smith,Prod0015,Uncle Milton Moon In My Room,100.55,4
User2530,Latasha N. Davis,Prod0015,Uncle Milton Moon In My Room,100.55,4
User2054,"M. JEFFREY MCMAHON ""herculodge""",Prod0015,Uncle Milton Moon In My Room,100.55,1
User1753,"B. MADDIE ""maddi""",Prod0015,Uncle Milton Moon In My Room,100.55,3
User0481,"P. Martinez ""Peter""",Prod0015,Uncle Milton Moon In My Room,100.55,2
User0374,Willie,Prod0015,Uncle Milton Moon In My Room,100.55,1
User2055,"Tammy M. Mayfield ""Tammy""",Prod0015,Uncle Milton Moon In My Room,100.55,1
User2247,"MP06011999 ""RESEARCHER""",Prod0015,Uncle Milton Moon In My Room,100.55,1
User1727,"L. Power ""nlp trainer""",Prod0015,Uncle Milton Moon In My Room,100.55,4
User1986,Frederick Ancheta,Prod0015,Uncle Milton Moon In My Room,100.55,4
User1304,"Jaysson Black ""Masterbass""",Prod0015,Uncle Milton Moon In My Room,100.55,5
User0270,"Brendan ""bfish""",Prod0015,Uncle Milton Moon In My Room,100.55,5
User1808,"crusty39 ""Tom""",Prod0015,Uncle Milton Moon In My Room,100.55,5
User0045,Zhen Yao,Prod0015,Uncle Milton Moon In My Room,100.55,5
User1766,Warren Bowery,Prod0015,Uncle Milton Moon In My Room,100.55,5
User1277,"Chang Gull Song ""tabula rasa""",Prod0015,Uncle Milton Moon In My Room,100.55,5
User2242,"Sharon A. Jandorf ""silly stamper""",Prod0015,Uncle Milton Moon In My Room,100.55,5
User0904,Kevin D. Corcoran Jr.,Prod0015,Uncle Milton Moon In My Room,100.55,4
User1027,J. Wang,Prod0015,Uncle Milton Moon In My Room,100.55,5
User2502,S. Beach,Prod0015,Uncle Milton Moon In My Room,100.55,4
User0808,J. Zwicker,Prod0015,Uncle Milton Moon In My Room,100.55,5
User2351,"R. DelParto ""Rose2""",Prod0015,Uncle Milton Moon In My Room,100.55,1
User2141,James D. Porter,Prod0015,Uncle Milton Moon In My Room,100.55,4
User0984,Colin Hendrick,Prod0015,Uncle Milton Moon In My Room,100.55,3
User1945,Tim Landeck,Prod0015,Uncle Milton Moon In My Room,100.55,2
User1720,Johnny,Prod0015,Uncle Milton Moon In My Room,100.55,5
User2055,"Tammy M. Mayfield ""Tammy""",Prod0015,Uncle Milton Moon In My Room,100.55,5
User0532,G. Kauppila,Prod0015,Uncle Milton Moon In My Room,100.55,3
User1332,"Jay Qureshi ""Eclectic Gearhead""",Prod0015,Uncle Milton Moon In My Room,100.55,5
User2523,Bobbie A. Johnson,Prod0015,Uncle Milton Moon In My Room,100.55,4
User0598,Rodrigo,Prod0015,Uncle Milton Moon In My Room,100.55,4
User0322,"Ralph Martin Smith ""Marty""",Prod0015,Uncle Milton Moon In My Room,100.55,5
User0095,"J. Allen ""j allen""",Prod0015,Uncle Milton Moon In My Room,100.55,4
User1794,Zackaroo,Prod0015,Uncle Milton Moon In My Room,100.55,4
User0173,C. Battista,Prod0015,Uncle Milton Moon In My Room,100.55,5
User1835,"J. Brown ""wine geek""",Prod0015,Uncle Milton Moon In My Room,100.55,5
User1431,Reviewer,Prod0015,Uncle Milton Moon In My Room,100.55,4
User0672,M. Manzino,Prod0015,Uncle Milton Moon In My Room,100.55,5
User0117,"Ima Fish ""imafish""",Prod0015,Uncle Milton Moon In My Room,100.55,5
User0889,metamorphis8,Prod0015,Uncle Milton Moon In My Room,100.55,5
User0627,CQ DX,Prod0015,Uncle Milton Moon In My Room,100.55,5
User2477,Amazonted,Prod0015,Uncle Milton Moon In My Room,100.55,4
User0094,GeekParrot,Prod0015,Uncle Milton Moon In My Room,100.55,4
User1465,"Taterbug ""Tbug""",Prod0015,Uncle Milton Moon In My Room,100.55,4
User1199,"Marcia R. Judd ""ablossom""",Prod0015,Uncle Milton Moon In My Room,100.55,4
User0462,bobby,Prod0015,Uncle Milton Moon In My Room,100.55,4
User0904,Kevin D. Corcoran Jr.,Prod0015,Uncle Milton Moon In My Room,100.55,5
User1975,A. Ferre,Prod0015,Uncle Milton Moon In My Room,100.55,5
User1438,asfhgwt,Prod0015,Uncle Milton Moon In My Room,100.55,4
User1103,"Kenneth M. Young ""market maven""",Prod0015,Uncle Milton Moon In My Room,100.55,5
User0875,"Marktwain10 ""Marktwain10""",Prod0015,Uncle Milton Moon In My Room,100.55,1
User1292,Earache Studios,Prod0015,Uncle Milton Moon In My Room,100.55,3
User1036,Rodmusic,Prod0015,Uncle Milton Moon In My Room,100.55,5
User0621,Drum 247,Prod0015,Uncle Milton Moon In My Room,100.55,5
User1745,"J. Russ ""duffer""",Prod0015,Uncle Milton Moon In My Room,100.55,5
User0666,E. Kennedy,Prod0015,Uncle Milton Moon In My Room,100.55,4
User0603,A. Ng,Prod0015,Uncle Milton Moon In My Room,100.55,3
User1897,Travis A.,Prod0015,Uncle Milton Moon In My Room,100.55,4
User0787,"C. Wilde ""Inveterate Shopper""",Prod0015,Uncle Milton Moon In My Room,100.55,5
User1521,Luckygirlmo,Prod0015,Uncle Milton Moon In My Room,100.55,4
User2376,Linda L. Kirchoff,Prod0015,Uncle Milton Moon In My Room,100.55,4
User0216,David J. Cordes,Prod0015,Uncle Milton Moon In My Room,100.55,5
User1067,Robert,Prod0015,Uncle Milton Moon In My Room,100.55,5
User0980,Sean B,Prod0015,Uncle Milton Moon In My Room,100.55,5
User0010,MetalFan,Prod0015,Uncle Milton Moon In My Room,100.55,5
User1930,Bertbob69,Prod0015,Uncle Milton Moon In My Room,100.55,5
User1060,Joshua Gura,Prod0015,Uncle Milton Moon In My Room,100.55,5
User2527,"C. Winton ""cwinton""",Prod0015,Uncle Milton Moon In My Room,100.55,5
User2350,"Wedge ""JWedge""",Prod0015,Uncle Milton Moon In My Room,100.55,5
User2592,Phil G,Prod0015,Uncle Milton Moon In My Room,100.55,1
User0631,"Johnny Pasta ""Johnny Pasta""",Prod0015,Uncle Milton Moon In My Room,100.55,1
User2233,Adam Watts,Prod0015,Uncle Milton Moon In My Room,100.55,1
User1489,"Ramon ""Ramon""",Prod0015,Uncle Milton Moon In My Room,100.55,5
User1297,Sammy,Prod0015,Uncle Milton Moon In My Room,100.55,1
User0333,Janis Silva,Prod0015,Uncle Milton Moon In My Room,100.55,5
